statement,entity,year,line_item,label_key,metric,value_rm,source_sheet
Income statement,Group,2015,Commissions and network charges,commissions and network charges,commission_costs,1848.0,Income statement 2015-2017
Income statement,Group,2015,Depreciation and amortisation,depreciation and amortisation,depreciation,825.0,Income statement 2015-2017
Income statement,Group,2015,Electronic data costs,electronic data costs,,543.0,Income statement 2015-2017
Income statement,Group,2015,Employee benefit expenses,employee benefit expenses,employee_costs,5698.0,Income statement 2015-2017
Income statement,Group,2015,Fair value and translation movements,fair value and translation movements,,36.0,Income statement 2015-2017
Income statement,Group,2015,Finance costs,finance costs,finance_costs,634.0,Income statement 2015-2017
Income statement,Group,2015,Fuel and other energy costs,fuel and other energy costs,fuel_costs,10217.0,Income statement 2015-2017
Income statement,Group,2015,"Gains/(impairments) on property
revaluations*",gains/(impairments) on property revaluations,,48.0,Income statement 2015-2017
Income statement,Group,2015,Impairments,impairments,impairments,-1773.0,Income statement 2015-2017
Income statement,Group,2015,Interest income,interest income,interest_income,26.0,Income statement 2015-2017
Income statement,Group,2015,Loss before taxation,loss before taxation,loss_before_tax,-6130.0,Income statement 2015-2017
Income statement,Group,2015,Loss for the year,loss for the year,loss_for_year,-6142.0,Income statement 2015-2017
Income statement,Group,2015,Maintenance costs,maintenance costs,maintenance_costs,3912.0,Income statement 2015-2017
Income statement,Group,2015,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,2207.0,Income statement 2015-2017
Income statement,Group,2015,"Net gain/(loss) on disposal of property,
aircraft and equipment","net gain/(loss) on disposal of property, aircraft and equipment",,-9.0,Income statement 2015-2017
Income statement,Group,2015,"Operating (loss)/profit before interest,
tax, depreciation and amortisation","operating (loss)/profit before interest, tax, depreciation and amortisation",ebitda,-2915.0,Income statement 2015-2017
Income statement,Group,2015,Operating costs,operating costs,operating_costs,33407.0,Income statement 2015-2017
Income statement,Group,2015,Operating loss,operating loss,operating_loss,-5522.0,Income statement 2015-2017
Income statement,Group,2015,"Other comprehensive income/(loss)
for the year net of taxation",other comprehensive income/(loss) for the year net of taxation,,20.0,Income statement 2015-2017
Income statement,Group,2015,Other income,other income,other_income,1332.0,Income statement 2015-2017
Income statement,Group,2015,Other operating costs,other operating costs,other_operating_costs,5150.0,Income statement 2015-2017
Income statement,Group,2015,Owners of the parent,owners of the parent,,-6122.0,Income statement 2015-2017
Income statement,Group,2015,"Remeasurements of defined benefit
plans*",remeasurements of defined benefit plans,,-6.0,Income statement 2015-2017
Income statement,Group,2015,Taxation,taxation,taxation,-12.0,Income statement 2015-2017
Income statement,Group,2015,"Taxation related to components of other
comprehensive income",taxation related to components of other comprehensive income,,-25.0,Income statement 2015-2017
Income statement,Group,2015,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-6122.0,Income statement 2015-2017
Income statement,Group,2015,Total income,total income,total_income,30492.0,Income statement 2015-2017
Income statement,Group,2016,Accommodation and refreshments,accommodation and refreshments,catering_costs,1279.0,Income statement 2015-2017
Income statement,Group,2016,Aircraft lease costs,aircraft lease costs,lease_costs,3132.0,Income statement 2015-2017
Income statement,Group,2016,Airline revenue,airline revenue,airline_revenue,29273.0,Income statement 2015-2017
Income statement,Group,2016,"Change in value of available-for-sale
financial asset**",change in value of available-for-sale financial asset,,5.0,Income statement 2015-2017
Income statement,Group,2016,Commissions and network charges,commissions and network charges,commission_costs,1829.0,Income statement 2015-2017
Income statement,Group,2016,Depreciation and amortisation,depreciation and amortisation,depreciation,732.0,Income statement 2015-2017
Income statement,Group,2016,Electronic data costs,electronic data costs,,657.0,Income statement 2015-2017
Income statement,Group,2016,Employee benefit expenses,employee benefit expenses,employee_costs,5831.0,Income statement 2015-2017
Income statement,Group,2016,Fair value and translation movements,fair value and translation movements,,-808.0,Income statement 2015-2017
Income statement,Group,2016,Finance costs,finance costs,finance_costs,1030.0,Income statement 2015-2017
Income statement,Group,2016,Fuel and other energy costs,fuel and other energy costs,fuel_costs,7344.0,Income statement 2015-2017
Income statement,Group,2016,"Gains/(impairments) on property
revaluations*",gains/(impairments) on property revaluations,,-18.0,Income statement 2015-2017
Income statement,Group,2016,Impairments,impairments,impairments,-158.0,Income statement 2015-2017
Income statement,Group,2016,Interest income,interest income,interest_income,26.0,Income statement 2015-2017
Income statement,Group,2016,Loss before taxation,loss before taxation,loss_before_tax,-1378.0,Income statement 2015-2017
Income statement,Group,2016,Loss for the year,loss for the year,loss_for_year,-1478.0,Income statement 2015-2017
Income statement,Group,2016,Maintenance costs,maintenance costs,maintenance_costs,4167.0,Income statement 2015-2017
Income statement,Group,2016,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,2384.0,Income statement 2015-2017
Income statement,Group,2016,"Net gain/(loss) on disposal of property,
aircraft and equipment","net gain/(loss) on disposal of property, aircraft and equipment",,-6.0,Income statement 2015-2017
Income statement,Group,2016,"Operating (loss)/profit before interest,
tax, depreciation and amortisation","operating (loss)/profit before interest, tax, depreciation and amortisation",ebitda,522.0,Income statement 2015-2017
Income statement,Group,2016,Operating costs,operating costs,operating_costs,30194.0,Income statement 2015-2017
Income statement,Group,2016,Operating loss,operating loss,operating_loss,-374.0,Income statement 2015-2017
Income statement,Group,2016,"Other comprehensive income/(loss)
for the year net of taxation",other comprehensive income/(loss) for the year net of taxation,,-19.0,Income statement 2015-2017
Income statement,Group,2016,Other income,other income,other_income,1443.0,Income statement 2015-2017
Income statement,Group,2016,Other operating costs,other operating costs,other_operating_costs,4379.0,Income statement 2015-2017
Income statement,Group,2016,Owners of the parent,owners of the parent,,-1497.0,Income statement 2015-2017
Income statement,Group,2016,"Remeasurements of defined benefit
plans*",remeasurements of defined benefit plans,,-6.0,Income statement 2015-2017
Income statement,Group,2016,Taxation,taxation,taxation,-100.0,Income statement 2015-2017
Income statement,Group,2016,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-1497.0,Income statement 2015-2017
Income statement,Group,2016,Total income,total income,total_income,30716.0,Income statement 2015-2017
Income statement,Group,2017,Accommodation and refreshments,accommodation and refreshments,catering_costs,1409.0,Income statement
Income statement,Group,2017,Aircraft lease costs,aircraft lease costs,lease_costs,3103.0,Income statement
Income statement,Group,2017,Airline revenue,airline revenue,airline_revenue,29313.0,Income statement
Income statement,Group,2017,"Change in value of available–for–sale financial
asset**",change in value of available-for-sale financial asset,,6.0,Income statement
Income statement,Group,2017,Commissions and network charges,commissions and network charges,commission_costs,1894.0,Income statement
Income statement,Group,2017,Depreciation and amortisation,depreciation and amortisation,depreciation,1033.0,Income statement
Income statement,Group,2017,Electronic data costs,electronic data costs,,680.0,Income statement
Income statement,Group,2017,Employee benefit expenses,employee benefit expenses,employee_costs,6130.0,Income statement
Income statement,Group,2017,Fair value and translation movements,fair value and translation movements,,1092.0,Income statement
Income statement,Group,2017,Finance costs,finance costs,finance_costs,1630.0,Income statement
Income statement,Group,2017,Fuel and other energy costs,fuel and other energy costs,fuel_costs,7365.0,Income statement
Income statement,Group,2017,Gains on property revaluations*,gains on property revaluations,,173.0,Income statement
Income statement,Group,2017,"Gains/(impairments) on property
revaluations*",gains/(impairments) on property revaluations,,173.0,Income statement 2015-2017
Income statement,Group,2017,Impairments,impairments,impairments,26.0,Income statement
Income statement,Group,2017,Interest income,interest income,interest_income,40.0,Income statement
Income statement,Group,2017,Loss before taxation,loss before taxation,loss_before_tax,-5229.0,Income statement
Income statement,Group,2017,Loss for the year,loss for the year,loss_for_year,-5439.0,Income statement
Income statement,Group,2017,Maintenance costs,maintenance costs,maintenance_costs,4812.0,Income statement
Income statement,Group,2017,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,2429.0,Income statement
Income statement,Group,2017,"Net (loss)/gain on disposal of property, aircraft
and equipment","net (loss)/gain on disposal of property, aircraft and equipment",,7.0,Income statement
Income statement,Group,2017,"Net gain/(loss) on disposal of property,
aircraft and equipment","net gain/(loss) on disposal of property, aircraft and equipment",,7.0,Income statement 2015-2017
Income statement,Group,2017,Operating costs,operating costs,operating_costs,33428.0,Income statement
Income statement,Group,2017,Operating loss,operating loss,operating_loss,-3639.0,Income statement
Income statement,Group,2017,"Operating loss before interest, tax, depreciation
and amortisation","operating loss before interest, tax, depreciation and amortisation",ebitda,-2639.0,Income statement
Income statement,Group,2017,"Other comprehensive income for the year net
of taxation",other comprehensive income for the year net of taxation,,138.0,Income statement
Income statement,Group,2017,"Other comprehensive income/(loss)
for the year net of taxation",other comprehensive income/(loss) for the year net of taxation,,138.0,Income statement 2015-2017
Income statement,Group,2017,Other income,other income,other_income,1476.0,Income statement
Income statement,Group,2017,Other operating costs,other operating costs,other_operating_costs,4514.0,Income statement
Income statement,Group,2017,Owners of the parent,owners of the parent,,-5301.0,Income statement
Income statement,Group,2017,Remeasurements of defined benefit plans*,remeasurements of defined benefit plans,,-11.0,Income statement
Income statement,Group,2017,Taxation,taxation,taxation,-210.0,Income statement
Income statement,Group,2017,"Taxation related to components of other
comprehensive income",taxation related to components of other comprehensive income,,-30.0,Income statement
Income statement,Group,2017,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-5301.0,Income statement
Income statement,Group,2017,Total income,total income,total_income,30789.0,Income statement
Income statement,Group,2018,Accommodation and refreshments,accommodation and refreshments,catering_costs,1222.0,Income statement
Income statement,Group,2018,Aircraft lease costs,aircraft lease costs,lease_costs,3350.0,Income statement
Income statement,Group,2018,Airline revenue,airline revenue,airline_revenue,28105.0,Income statement
Income statement,Group,2018,"Change in value of available–for–sale financial
asset**",change in value of available-for-sale financial asset,,6.0,Income statement
Income statement,Group,2018,Commissions and network charges,commissions and network charges,commission_costs,1793.0,Income statement
Income statement,Group,2018,Depreciation and amortisation,depreciation and amortisation,depreciation,775.0,Income statement
Income statement,Group,2018,Electronic data costs,electronic data costs,,642.0,Income statement
Income statement,Group,2018,Employee benefit expenses,employee benefit expenses,employee_costs,6140.0,Income statement
Income statement,Group,2018,Fair value and translation movements,fair value and translation movements,,829.0,Income statement
Income statement,Group,2018,Finance costs,finance costs,finance_costs,1472.0,Income statement
Income statement,Group,2018,Fuel and other energy costs,fuel and other energy costs,fuel_costs,7359.0,Income statement
Income statement,Group,2018,Impairments,impairments,impairments,-568.0,Income statement
Income statement,Group,2018,Interest income,interest income,interest_income,87.0,Income statement
Income statement,Group,2018,Loss before taxation,loss before taxation,loss_before_tax,-5436.0,Income statement
Income statement,Group,2018,Loss for the year,loss for the year,loss_for_year,-5485.0,Income statement
Income statement,Group,2018,Maintenance costs,maintenance costs,maintenance_costs,4392.0,Income statement
Income statement,Group,2018,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,2046.0,Income statement
Income statement,Group,2018,"Net (loss)/gain on disposal of property, aircraft
and equipment","net (loss)/gain on disposal of property, aircraft and equipment",,-43.0,Income statement
Income statement,Group,2018,Operating costs,operating costs,operating_costs,32071.0,Income statement
Income statement,Group,2018,Operating loss,operating loss,operating_loss,-4051.0,Income statement
Income statement,Group,2018,"Operating loss before interest, tax, depreciation
and amortisation","operating loss before interest, tax, depreciation and amortisation",ebitda,-2665.0,Income statement
Income statement,Group,2018,"Other comprehensive income for the year net
of taxation",other comprehensive income for the year net of taxation,,7.0,Income statement
Income statement,Group,2018,Other income,other income,other_income,1301.0,Income statement
Income statement,Group,2018,Other operating costs,other operating costs,other_operating_costs,4298.0,Income statement
Income statement,Group,2018,Owners of the parent,owners of the parent,,-5478.0,Income statement
Income statement,Group,2018,Remeasurements of defined benefit plans*,remeasurements of defined benefit plans,,1.0,Income statement
Income statement,Group,2018,Taxation,taxation,taxation,-49.0,Income statement
Income statement,Group,2018,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-5478.0,Income statement
Income statement,Group,2018,Total income,total income,total_income,29406.0,Income statement
Income statement,Group,2019,Accommodation and refreshments,accommodation and refreshments,catering_costs,1075.0,Income statement
Income statement,Group,2019,Aircraft lease costs,aircraft lease costs,lease_costs,3218.0,Income statement
Income statement,Group,2019,Airline revenue,airline revenue,airline_revenue,26008.0,Income statement
Income statement,Group,2019,Commissions and network charges,commissions and network charges,commission_costs,1509.0,Income statement
Income statement,Group,2019,Depreciation and amortisation,depreciation and amortisation,depreciation,1004.0,Income statement
Income statement,Group,2019,Electronic data costs,electronic data costs,,701.0,Income statement
Income statement,Group,2019,Employee benefit expenses,employee benefit expenses,employee_costs,6589.0,Income statement
Income statement,Group,2019,Fair value and translation movements,fair value and translation movements,,-558.0,Income statement
Income statement,Group,2019,Finance costs,finance costs,finance_costs,1432.0,Income statement
Income statement,Group,2019,Fuel and other energy costs,fuel and other energy costs,fuel_costs,8016.0,Income statement
Income statement,Group,2019,Impairments,impairments,impairments,-1190.0,Income statement
Income statement,Group,2019,Interest income,interest income,interest_income,54.0,Income statement
Income statement,Group,2019,Loss before taxation,loss before taxation,loss_before_tax,-6528.0,Income statement
Income statement,Group,2019,Loss for the year,loss for the year,loss_for_year,-6483.0,Income statement
Income statement,Group,2019,Maintenance costs,maintenance costs,maintenance_costs,3548.0,Income statement
Income statement,Group,2019,"Navigation, landing and parking fees","navigation, landing and parking fees",navigation_costs,1856.0,Income statement
Income statement,Group,2019,"Net (loss)/gain on disposal of property, aircraft
and equipment","net (loss)/gain on disposal of property, aircraft and equipment",,-5.0,Income statement
Income statement,Group,2019,Operating costs,operating costs,operating_costs,29943.0,Income statement
Income statement,Group,2019,Operating loss,operating loss,operating_loss,-5150.0,Income statement
Income statement,Group,2019,"Operating loss before interest, tax, depreciation
and amortisation","operating loss before interest, tax, depreciation and amortisation",ebitda,-2951.0,Income statement
Income statement,Group,2019,"Other comprehensive income for the year net
of taxation",other comprehensive income for the year net of taxation,,1.0,Income statement
Income statement,Group,2019,Other income,other income,other_income,984.0,Income statement
Income statement,Group,2019,Other operating costs,other operating costs,other_operating_costs,3989.0,Income statement
Income statement,Group,2019,Owners of the parent,owners of the parent,,-6482.0,Income statement
Income statement,Group,2019,Remeasurements of defined benefit plans*,remeasurements of defined benefit plans,,1.0,Income statement
Income statement,Group,2019,Taxation,taxation,taxation,45.0,Income statement
Income statement,Group,2019,Total comprehensive loss,total comprehensive loss,total_comprehensive_loss,-6482.0,Income statement
Income statement,Group,2019,Total income,total income,total_income,26992.0,Income statement
