statement,entity,year,line_item,label_key,metric,value_rm,source_sheet
Cash flow,Company,2011,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-294.0,cash flow2011-2012
Cash flow,Company,2011,Net decrease in cash and cash equivalents,net decrease in cash and cash equivalents,,-1213.0,cash flow2011-2012
Cash flow,Company,2011,R MILLION,r million,,2011.0,cash flow2011-2012
Cash flow,Company,2011,Realised gains from derivative financial instruments,realised gains from derivative financial instruments,,-182.0,cash flow2011-2012
Cash flow,Company,2011,Repayment of loans by subsidiaries,repayment of loans by subsidiaries,,1980.0,cash flow2011-2012
Cash flow,Company,2012,(Increase)/decrease in investments,(increase)/decrease in investments,,-3.0,cash flow2011-2012
Cash flow,Company,2012,Acquisition of shares in subsidiary,acquisition of shares in subsidiary,,-34.0,cash flow2011-2012
Cash flow,Company,2012,Additions to intangible assets,additions to intangible assets,intangible_additions,-10.0,cash flow2011-2012
Cash flow,Company,2012,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,674.0,cash flow2011-2012
Cash flow,Company,2012,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-1119.0,cash flow2011-2012
Cash flow,Company,2012,Cash and cash equivalents at end of the year,cash and cash equivalents at end of the year,closing_cash,-396.0,cash flow2011-2012
Cash flow,Company,2012,Cash and cash equivalents at the beginning of the year,cash and cash equivalents at the beginning of the year,,1875.0,cash flow2011-2012
Cash flow,Company,2012,Dividends paid,dividends paid,,-92.0,cash flow2011-2012
Cash flow,Company,2012,External borrowings repaid,external borrowings repaid,borrowings_repaid,-656.0,cash flow2011-2012
Cash flow,Company,2012,Finance costs,finance costs,finance_costs,172.0,cash flow2011-2012
Cash flow,Company,2012,Foreign exchange effect on cash and cash equivalents,foreign exchange effect on cash and cash equivalents,,142.0,cash flow2011-2012
Cash flow,Company,2012,intangible assets,intangible assets,intangibles,201.0,cash flow2011-2012
Cash flow,Company,2012,Interest income,interest income,interest_income,42.0,cash flow2011-2012
Cash flow,Company,2012,Net cash (outflow)/inflow from operating activities,net cash (outflow)/inflow from operating activities,net_operating_cash,-1153.0,cash flow2011-2012
Cash flow,Company,2012,Net cash outflow from financing activities,net cash outflow from financing activities,net_financing_cash,-748.0,cash flow2011-2012
Cash flow,Company,2012,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-512.0,cash flow2011-2012
Cash flow,Company,2012,Net decrease in cash and cash equivalents,net decrease in cash and cash equivalents,,-2413.0,cash flow2011-2012
Cash flow,Company,2012,R MILLION,r million,,2012.0,cash flow2011-2012
Cash flow,Company,2012,Realised gains from derivative financial instruments,realised gains from derivative financial instruments,,96.0,cash flow2011-2012
Cash flow,Company,2012,Repayment of loans by subsidiaries,repayment of loans by subsidiaries,,8.0,cash flow2011-2012
Cash flow,Company,2015,Additions to intangible assets,additions to intangible assets,intangible_additions,-26.0,cash flow2015-2017
Cash flow,Company,2015,"Additions to property, aircraft and
equipment","additions to property, aircraft and equipment",capex,4250.0,cash flow2015-2017
Cash flow,Company,2015,"Cash and cash equivalents at the
beginning of the year",cash and cash equivalents at the beginning of the year,,564.0,cash flow2015-2017
Cash flow,Company,2015,"Cash and cash equivalents at the end
of the year",cash and cash equivalents at the end of the year,closing_cash,519.0,cash flow2015-2017
Cash flow,Company,2015,"Cash generated from/(used in)
operations",cash generated from/(used in) operations,cash_from_operations,-1731.0,cash flow2015-2017
Cash flow,Company,2015,"Currency and jet fuel option premium
spend",currency and jet fuel option premium spend,,-173.0,cash flow2015-2017
Cash flow,Company,2015,External borrowings raised,external borrowings raised,borrowings_raised,4341.0,cash flow2015-2017
Cash flow,Company,2015,External borrowings repaid,external borrowings repaid,borrowings_repaid,-438.0,cash flow2015-2017
Cash flow,Company,2015,Finance costs,finance costs,finance_costs,667.0,cash flow2015-2017
Cash flow,Company,2015,"Foreign exchange effect on cash and
cash equivalents",foreign exchange effect on cash and cash equivalents,,50.0,cash flow2015-2017
Cash flow,Company,2015,Interest income,interest income,interest_income,16.0,cash flow2015-2017
Cash flow,Company,2015,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,-140.0,cash flow2015-2017
Cash flow,Company,2015,"Net cash inflow from financing
activities",net cash inflow from financing activities,net_financing_cash,3763.0,cash flow2015-2017
Cash flow,Company,2015,"Net cash outflow from investing
activities",net cash outflow from investing activities,net_investing_cash,-1492.0,cash flow2015-2017
Cash flow,Company,2015,"Net cash outflow from operating
activities",net cash outflow from operating activities,net_operating_cash,-2366.0,cash flow2015-2017
Cash flow,Company,2015,"Net increase/(decrease) in cash and
cash equivalents",net increase/(decrease) in cash and cash equivalents,,-95.0,cash flow2015-2017
Cash flow,Company,2015,"Proceeds on disposal of property,
aircraft, equipment and intangible
assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,2784.0,cash flow2015-2017
Cash flow,Company,2015,"Realised gains/(losses) from derivative
financial instruments",realised gains/(losses) from derivative financial instruments,,205.0,cash flow2015-2017
Cash flow,Company,2015,Tax paid,tax paid,tax_paid,16.0,cash flow2015-2017
Cash flow,Company,2016,Additions to intangible assets,additions to intangible assets,intangible_additions,-1.0,cash flow2015-2017
Cash flow,Company,2016,"Additions to property, aircraft and
equipment","additions to property, aircraft and equipment",capex,658.0,cash flow2015-2017
Cash flow,Company,2016,"Cash and cash equivalents at the
beginning of the year",cash and cash equivalents at the beginning of the year,,519.0,cash flow2015-2017
Cash flow,Company,2016,"Cash and cash equivalents at the end
of the year",cash and cash equivalents at the end of the year,closing_cash,2044.0,cash flow2015-2017
Cash flow,Company,2016,"Cash generated from/(used in)
operations",cash generated from/(used in) operations,cash_from_operations,195.0,cash flow2015-2017
Cash flow,Company,2016,"Currency and jet fuel option premium
spend",currency and jet fuel option premium spend,,-158.0,cash flow2015-2017
Cash flow,Company,2016,External borrowings raised,external borrowings raised,borrowings_raised,6000.0,cash flow2015-2017
Cash flow,Company,2016,External borrowings repaid,external borrowings repaid,borrowings_repaid,-1560.0,cash flow2015-2017
Cash flow,Company,2016,Finance costs,finance costs,finance_costs,1063.0,cash flow2015-2017
Cash flow,Company,2016,"Foreign exchange effect on cash and
cash equivalents",foreign exchange effect on cash and cash equivalents,,-66.0,cash flow2015-2017
Cash flow,Company,2016,Interest income,interest income,interest_income,11.0,cash flow2015-2017
Cash flow,Company,2016,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,-1155.0,cash flow2015-2017
Cash flow,Company,2016,"Net cash inflow from financing
activities",net cash inflow from financing activities,net_financing_cash,3285.0,cash flow2015-2017
Cash flow,Company,2016,"Net cash outflow from investing
activities",net cash outflow from investing activities,net_investing_cash,-623.0,cash flow2015-2017
Cash flow,Company,2016,"Net cash outflow from operating
activities",net cash outflow from operating activities,net_operating_cash,-1071.0,cash flow2015-2017
Cash flow,Company,2016,"Net increase/(decrease) in cash and
cash equivalents",net increase/(decrease) in cash and cash equivalents,,1591.0,cash flow2015-2017
Cash flow,Company,2016,"Proceeds on disposal of property,
aircraft, equipment and intangible
assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,36.0,cash flow2015-2017
Cash flow,Company,2016,"Realised gains/(losses) from derivative
financial instruments",realised gains/(losses) from derivative financial instruments,,-40.0,cash flow2015-2017
Cash flow,Company,2016,Tax paid,tax paid,tax_paid,16.0,cash flow2015-2017
Cash flow,Company,2017,Additions to intangible assets,additions to intangible assets,intangible_additions,-39.0,cash flow
Cash flow,Company,2017,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,885.0,cash flow
Cash flow,Company,2017,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,195.0,cash flow
Cash flow,Company,2017,the year,cash and cash equivalents at the beginning of the year,,1987.0,cash flow
Cash flow,Company,2017,"Cash and cash equivalents at the end of the
year",cash and cash equivalents at the end of the year,closing_cash,2212.0,cash flow
Cash flow,Company,2017,Currency and jet fuel option premium spend,currency and jet fuel option premium spend,,-136.0,cash flow
Cash flow,Company,2017,External borrowings raised,external borrowings raised,borrowings_raised,2257.0,cash flow
Cash flow,Company,2017,External borrowings repaid,external borrowings repaid,borrowings_repaid,-350.0,cash flow
Cash flow,Company,2017,Finance costs,finance costs,finance_costs,1663.0,cash flow
Cash flow,Company,2017,"Foreign exchange effect on cash and cash
equivalents",foreign exchange effect on cash and cash equivalents,,21.0,cash flow
Cash flow,Company,2017,Interest and dividend income,interest and dividend income,,12.0,cash flow
Cash flow,Company,2017,Interest income,interest income,interest_income,12.0,cash flow2015-2017
Cash flow,Company,2017,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,663.0,cash flow
Cash flow,Company,2017,"Net (decrease)/increase in cash and cash
equivalents",net (decrease)/increase in cash and cash equivalents,,204.0,cash flow
Cash flow,Company,2017,Net cash inflow from financing activities,net cash inflow from financing activities,net_financing_cash,2570.0,cash flow
Cash flow,Company,2017,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-881.0,cash flow
Cash flow,Company,2017,Net cash outflow from operating activities,net cash outflow from operating activities,net_operating_cash,-1485.0,cash flow
Cash flow,Company,2017,"Net increase/(decrease) in cash and
cash equivalents",net increase/(decrease) in cash and cash equivalents,,419.0,cash flow2015-2017
Cash flow,Company,2017,"Proceeds on disposal of property, aircraft,
equipment and intangible assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,43.0,cash flow
Cash flow,Company,2017,"Realised gains/(losses) from derivative financial
instruments",realised gains/(losses) from derivative financial instruments,,116.0,cash flow
Cash flow,Company,2017,Tax paid,tax paid,tax_paid,9.0,cash flow
Cash flow,Company,2018,Acquisition of shares in subsidiaries,acquisition of shares in subsidiaries,,-1418.0,cash flow
Cash flow,Company,2018,Additions to intangible assets,additions to intangible assets,intangible_additions,-19.0,cash flow
Cash flow,Company,2018,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,562.0,cash flow
Cash flow,Company,2018,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-1317.0,cash flow
Cash flow,Company,2018,the year,cash and cash equivalents at the beginning of the year,,2212.0,cash flow
Cash flow,Company,2018,"Cash and cash equivalents at the end of the
year",cash and cash equivalents at the end of the year,closing_cash,1325.0,cash flow
Cash flow,Company,2018,Currency and jet fuel option premium spend,currency and jet fuel option premium spend,,-22.0,cash flow
Cash flow,Company,2018,External borrowings raised,external borrowings raised,borrowings_raised,1482.0,cash flow
Cash flow,Company,2018,External borrowings repaid,external borrowings repaid,borrowings_repaid,-8946.0,cash flow
Cash flow,Company,2018,Finance costs,finance costs,finance_costs,1473.0,cash flow
Cash flow,Company,2018,"Foreign exchange effect on cash and cash
equivalents",foreign exchange effect on cash and cash equivalents,,-442.0,cash flow
Cash flow,Company,2018,Interest and dividend income,interest and dividend income,,50.0,cash flow
Cash flow,Company,2018,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,165.0,cash flow
Cash flow,Company,2018,"Net (decrease)/increase in cash and cash
equivalents",net (decrease)/increase in cash and cash equivalents,,-445.0,cash flow
Cash flow,Company,2018,Net cash inflow from financing activities,net cash inflow from financing activities,net_financing_cash,2701.0,cash flow
Cash flow,Company,2018,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-390.0,cash flow
Cash flow,Company,2018,Net cash outflow from operating activities,net cash outflow from operating activities,net_operating_cash,-2756.0,cash flow
Cash flow,Company,2018,"Proceeds from contribution made by the
shareholder during the year",proceeds from contribution made by the shareholder during the year,shareholder_bailout,10000.0,cash flow
Cash flow,Company,2018,"Proceeds on disposal of property, aircraft,
equipment and intangible assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,231.0,cash flow
Cash flow,Company,2018,"Realised gains/(losses) from derivative financial
instruments",realised gains/(losses) from derivative financial instruments,,20.0,cash flow
Cash flow,Company,2018,Repayment of loans by subsidiaries,repayment of loans by subsidiaries,,1378.0,cash flow
Cash flow,Company,2018,Tax paid,tax paid,tax_paid,14.0,cash flow
Cash flow,Company,2019,Additions to intangible assets,additions to intangible assets,intangible_additions,-9.0,cash flow
Cash flow,Company,2019,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,826.0,cash flow
Cash flow,Company,2019,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-5563.0,cash flow
Cash flow,Company,2019,the year,cash and cash equivalents at the beginning of the year,,1325.0,cash flow
Cash flow,Company,2019,"Cash and cash equivalents at the end of the
year",cash and cash equivalents at the end of the year,closing_cash,1775.0,cash flow
Cash flow,Company,2019,Currency and jet fuel option premium spend,currency and jet fuel option premium spend,,-26.0,cash flow
Cash flow,Company,2019,External borrowings raised,external borrowings raised,borrowings_raised,8500.0,cash flow
Cash flow,Company,2019,External borrowings repaid,external borrowings repaid,borrowings_repaid,-5000.0,cash flow
Cash flow,Company,2019,Finance costs,finance costs,finance_costs,1399.0,cash flow
Cash flow,Company,2019,"Foreign exchange effect on cash and cash
equivalents",foreign exchange effect on cash and cash equivalents,,89.0,cash flow
Cash flow,Company,2019,Interest and dividend income,interest and dividend income,,62.0,cash flow
Cash flow,Company,2019,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,-828.0,cash flow
Cash flow,Company,2019,"Net (decrease)/increase in cash and cash
equivalents",net (decrease)/increase in cash and cash equivalents,,361.0,cash flow
Cash flow,Company,2019,Net cash inflow from financing activities,net cash inflow from financing activities,net_financing_cash,7672.0,cash flow
Cash flow,Company,2019,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-412.0,cash flow
Cash flow,Company,2019,Net cash outflow from operating activities,net cash outflow from operating activities,net_operating_cash,-6899.0,cash flow
Cash flow,Company,2019,"Proceeds from contribution made by the
shareholder during the year",proceeds from contribution made by the shareholder during the year,shareholder_bailout,5000.0,cash flow
Cash flow,Company,2019,"Proceeds on disposal of property, aircraft,
equipment and intangible assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,423.0,cash flow
Cash flow,Company,2019,"Realised gains/(losses) from derivative financial
instruments",realised gains/(losses) from derivative financial instruments,,31.0,cash flow
Cash flow,Company,2019,Tax paid,tax paid,tax_paid,4.0,cash flow
Cash flow,Group,2011,(Increase)/decrease in investments,(increase)/decrease in investments,,116.0,cash flow2011-2012
Cash flow,Group,2011,Additions to intangible assets,additions to intangible assets,intangible_additions,-45.0,cash flow2011-2012
Cash flow,Group,2011,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,631.0,cash flow2011-2012
Cash flow,Group,2011,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,525.0,cash flow2011-2012
Cash flow,Group,2011,Cash and cash equivalents at end of the year,cash and cash equivalents at end of the year,closing_cash,2252.0,cash flow2011-2012
Cash flow,Group,2011,Cash and cash equivalents at the beginning of the year,cash and cash equivalents at the beginning of the year,,3402.0,cash flow2011-2012
Cash flow,Group,2011,Dividends paid,dividends paid,,-101.0,cash flow2011-2012
Cash flow,Group,2011,External borrowings repaid,external borrowings repaid,borrowings_repaid,-838.0,cash flow2011-2012
Cash flow,Group,2011,Finance costs,finance costs,finance_costs,168.0,cash flow2011-2012
Cash flow,Group,2011,Foreign exchange effect on cash and cash equivalents,foreign exchange effect on cash and cash equivalents,,-23.0,cash flow2011-2012
Cash flow,Group,2011,intangible assets,intangible assets,intangibles,41.0,cash flow2011-2012
Cash flow,Group,2011,Interest income,interest income,interest_income,156.0,cash flow2011-2012
Cash flow,Group,2011,Net cash (outflow)/inflow from operating activities,net cash (outflow)/inflow from operating activities,net_operating_cash,331.0,cash flow2011-2012
Cash flow,Group,2011,Net cash outflow from financing activities,net cash outflow from financing activities,net_financing_cash,-939.0,cash flow2011-2012
Cash flow,Group,2011,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-519.0,cash flow2011-2012
Cash flow,Group,2011,Net decrease in cash and cash equivalents,net decrease in cash and cash equivalents,,-1127.0,cash flow2011-2012
Cash flow,Group,2011,R MILLION,r million,,2011.0,cash flow2011-2012
Cash flow,Group,2011,Realised gains from derivative financial instruments,realised gains from derivative financial instruments,,-182.0,cash flow2011-2012
Cash flow,Group,2012,(Increase)/decrease in investments,(increase)/decrease in investments,,-3.0,cash flow2011-2012
Cash flow,Group,2012,Additions to intangible assets,additions to intangible assets,intangible_additions,-16.0,cash flow2011-2012
Cash flow,Group,2012,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,741.0,cash flow2011-2012
Cash flow,Group,2012,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-1126.0,cash flow2011-2012
Cash flow,Group,2012,Cash and cash equivalents at end of the year,cash and cash equivalents at end of the year,closing_cash,-33.0,cash flow2011-2012
Cash flow,Group,2012,Cash and cash equivalents at the beginning of the year,cash and cash equivalents at the beginning of the year,,2252.0,cash flow2011-2012
Cash flow,Group,2012,Dividends paid,dividends paid,,-92.0,cash flow2011-2012
Cash flow,Group,2012,External borrowings repaid,external borrowings repaid,borrowings_repaid,-644.0,cash flow2011-2012
Cash flow,Group,2012,Finance costs,finance costs,finance_costs,147.0,cash flow2011-2012
Cash flow,Group,2012,Foreign exchange effect on cash and cash equivalents,foreign exchange effect on cash and cash equivalents,,141.0,cash flow2011-2012
Cash flow,Group,2012,intangible assets,intangible assets,intangibles,205.0,cash flow2011-2012
Cash flow,Group,2012,Interest income,interest income,interest_income,42.0,cash flow2011-2012
Cash flow,Group,2012,Net cash (outflow)/inflow from operating activities,net cash (outflow)/inflow from operating activities,net_operating_cash,-1135.0,cash flow2011-2012
Cash flow,Group,2012,Net cash outflow from financing activities,net cash outflow from financing activities,net_financing_cash,-736.0,cash flow2011-2012
Cash flow,Group,2012,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-555.0,cash flow2011-2012
Cash flow,Group,2012,Net decrease in cash and cash equivalents,net decrease in cash and cash equivalents,,-2426.0,cash flow2011-2012
Cash flow,Group,2012,R MILLION,r million,,2012.0,cash flow2011-2012
Cash flow,Group,2012,Realised gains from derivative financial instruments,realised gains from derivative financial instruments,,96.0,cash flow2011-2012
Cash flow,Group,2015,Additions to intangible assets,additions to intangible assets,intangible_additions,-32.0,cash flow2015-2017
Cash flow,Group,2015,"Additions to property, aircraft and
equipment","additions to property, aircraft and equipment",capex,4341.0,cash flow2015-2017
Cash flow,Group,2015,"Cash and cash equivalents at the
beginning of the year",cash and cash equivalents at the beginning of the year,,1267.0,cash flow2015-2017
Cash flow,Group,2015,"Cash and cash equivalents at the end
of the year",cash and cash equivalents at the end of the year,closing_cash,1295.0,cash flow2015-2017
Cash flow,Group,2015,"Cash generated from/(used in)
operations",cash generated from/(used in) operations,cash_from_operations,-1593.0,cash flow2015-2017
Cash flow,Group,2015,"Currency and jet fuel option premium
spend",currency and jet fuel option premium spend,,-173.0,cash flow2015-2017
Cash flow,Group,2015,External borrowings raised,external borrowings raised,borrowings_raised,4342.0,cash flow2015-2017
Cash flow,Group,2015,External borrowings repaid,external borrowings repaid,borrowings_repaid,-442.0,cash flow2015-2017
Cash flow,Group,2015,Finance costs,finance costs,finance_costs,634.0,cash flow2015-2017
Cash flow,Group,2015,"Foreign exchange effect on cash and
cash equivalents",foreign exchange effect on cash and cash equivalents,,49.0,cash flow2015-2017
Cash flow,Group,2015,Interest income,interest income,interest_income,26.0,cash flow2015-2017
Cash flow,Group,2015,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,-120.0,cash flow2015-2017
Cash flow,Group,2015,"Net cash inflow from financing
activities",net cash inflow from financing activities,net_financing_cash,3780.0,cash flow2015-2017
Cash flow,Group,2015,"Net cash outflow from investing
activities",net cash outflow from investing activities,net_investing_cash,-1592.0,cash flow2015-2017
Cash flow,Group,2015,"Net cash outflow from operating
activities",net cash outflow from operating activities,net_operating_cash,-2209.0,cash flow2015-2017
Cash flow,Group,2015,"Net increase/(decrease) in cash and
cash equivalents",net increase/(decrease) in cash and cash equivalents,,-21.0,cash flow2015-2017
Cash flow,Group,2015,"Proceeds on disposal of property,
aircraft, equipment and intangible
assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,2781.0,cash flow2015-2017
Cash flow,Group,2015,"Realised gains/(losses) from derivative
financial instruments",realised gains/(losses) from derivative financial instruments,,205.0,cash flow2015-2017
Cash flow,Group,2015,Tax paid,tax paid,tax_paid,40.0,cash flow2015-2017
Cash flow,Group,2016,Additions to intangible assets,additions to intangible assets,intangible_additions,-13.0,cash flow2015-2017
Cash flow,Group,2016,"Additions to property, aircraft and
equipment","additions to property, aircraft and equipment",capex,714.0,cash flow2015-2017
Cash flow,Group,2016,"Cash and cash equivalents at the
beginning of the year",cash and cash equivalents at the beginning of the year,,1295.0,cash flow2015-2017
Cash flow,Group,2016,"Cash and cash equivalents at the end
of the year",cash and cash equivalents at the end of the year,closing_cash,2701.0,cash flow2015-2017
Cash flow,Group,2016,"Cash generated from/(used in)
operations",cash generated from/(used in) operations,cash_from_operations,117.0,cash flow2015-2017
Cash flow,Group,2016,"Currency and jet fuel option premium
spend",currency and jet fuel option premium spend,,-158.0,cash flow2015-2017
Cash flow,Group,2016,External borrowings raised,external borrowings raised,borrowings_raised,6000.0,cash flow2015-2017
Cash flow,Group,2016,External borrowings repaid,external borrowings repaid,borrowings_repaid,-1564.0,cash flow2015-2017
Cash flow,Group,2016,Finance costs,finance costs,finance_costs,1030.0,cash flow2015-2017
Cash flow,Group,2016,"Foreign exchange effect on cash and
cash equivalents",foreign exchange effect on cash and cash equivalents,,-64.0,cash flow2015-2017
Cash flow,Group,2016,Interest income,interest income,interest_income,26.0,cash flow2015-2017
Cash flow,Group,2016,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,-1162.0,cash flow2015-2017
Cash flow,Group,2016,"Net cash inflow from financing
activities",net cash inflow from financing activities,net_financing_cash,3274.0,cash flow2015-2017
Cash flow,Group,2016,"Net cash outflow from investing
activities",net cash outflow from investing activities,net_investing_cash,-683.0,cash flow2015-2017
Cash flow,Group,2016,"Net cash outflow from operating
activities",net cash outflow from operating activities,net_operating_cash,-1121.0,cash flow2015-2017
Cash flow,Group,2016,"Net increase/(decrease) in cash and
cash equivalents",net increase/(decrease) in cash and cash equivalents,,1470.0,cash flow2015-2017
Cash flow,Group,2016,"Proceeds on disposal of property,
aircraft, equipment and intangible
assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,44.0,cash flow2015-2017
Cash flow,Group,2016,"Realised gains/(losses) from derivative
financial instruments",realised gains/(losses) from derivative financial instruments,,-40.0,cash flow2015-2017
Cash flow,Group,2016,Tax paid,tax paid,tax_paid,36.0,cash flow2015-2017
Cash flow,Group,2017,Additions to intangible assets,additions to intangible assets,intangible_additions,-44.0,cash flow
Cash flow,Group,2017,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,997.0,cash flow
Cash flow,Group,2017,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-13.0,cash flow
Cash flow,Group,2017,the year,cash and cash equivalents at the beginning of the year,,2644.0,cash flow
Cash flow,Group,2017,"Cash and cash equivalents at the end of the
year",cash and cash equivalents at the end of the year,closing_cash,2600.0,cash flow
Cash flow,Group,2017,Currency and jet fuel option premium spend,currency and jet fuel option premium spend,,-136.0,cash flow
Cash flow,Group,2017,External borrowings raised,external borrowings raised,borrowings_raised,2257.0,cash flow
Cash flow,Group,2017,External borrowings repaid,external borrowings repaid,borrowings_repaid,-353.0,cash flow
Cash flow,Group,2017,Finance costs,finance costs,finance_costs,1630.0,cash flow
Cash flow,Group,2017,"Foreign exchange effect on cash and cash
equivalents",foreign exchange effect on cash and cash equivalents,,19.0,cash flow
Cash flow,Group,2017,Interest and dividend income,interest and dividend income,,40.0,cash flow
Cash flow,Group,2017,Interest income,interest income,interest_income,40.0,cash flow2015-2017
Cash flow,Group,2017,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,661.0,cash flow
Cash flow,Group,2017,"Net (decrease)/increase in cash and cash
equivalents",net (decrease)/increase in cash and cash equivalents,,-63.0,cash flow
Cash flow,Group,2017,Net cash inflow from financing activities,net cash inflow from financing activities,net_financing_cash,2565.0,cash flow
Cash flow,Group,2017,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-996.0,cash flow
Cash flow,Group,2017,Net cash outflow from operating activities,net cash outflow from operating activities,net_operating_cash,-1632.0,cash flow
Cash flow,Group,2017,"Net increase/(decrease) in cash and
cash equivalents",net increase/(decrease) in cash and cash equivalents,,152.0,cash flow2015-2017
Cash flow,Group,2017,"Proceeds on disposal of property, aircraft,
equipment and intangible assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,45.0,cash flow
Cash flow,Group,2017,"Realised gains/(losses) from derivative financial
instruments",realised gains/(losses) from derivative financial instruments,,116.0,cash flow
Cash flow,Group,2017,Tax paid,tax paid,tax_paid,9.0,cash flow
Cash flow,Group,2018,Additions to intangible assets,additions to intangible assets,intangible_additions,-21.0,cash flow
Cash flow,Group,2018,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,626.0,cash flow
Cash flow,Group,2018,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-1112.0,cash flow
Cash flow,Group,2018,the year,cash and cash equivalents at the beginning of the year,,2600.0,cash flow
Cash flow,Group,2018,"Cash and cash equivalents at the end of the
year",cash and cash equivalents at the end of the year,closing_cash,1635.0,cash flow
Cash flow,Group,2018,Currency and jet fuel option premium spend,currency and jet fuel option premium spend,,-22.0,cash flow
Cash flow,Group,2018,External borrowings raised,external borrowings raised,borrowings_raised,104.0,cash flow
Cash flow,Group,2018,External borrowings repaid,external borrowings repaid,borrowings_repaid,-7575.0,cash flow
Cash flow,Group,2018,Finance costs,finance costs,finance_costs,1472.0,cash flow
Cash flow,Group,2018,"Foreign exchange effect on cash and cash
equivalents",foreign exchange effect on cash and cash equivalents,,-442.0,cash flow
Cash flow,Group,2018,Interest and dividend income,interest and dividend income,,87.0,cash flow
Cash flow,Group,2018,Movement in bank overdraft,movement in bank overdraft,overdraft_movement,144.0,cash flow
Cash flow,Group,2018,"Net (decrease)/increase in cash and cash
equivalents",net (decrease)/increase in cash and cash equivalents,,-523.0,cash flow
Cash flow,Group,2018,Net cash inflow from financing activities,net cash inflow from financing activities,net_financing_cash,2673.0,cash flow
Cash flow,Group,2018,Net cash outflow from investing activities,net cash outflow from investing activities,net_investing_cash,-639.0,cash flow
Cash flow,Group,2018,Net cash outflow from operating activities,net cash outflow from operating activities,net_operating_cash,-2557.0,cash flow
Cash flow,Group,2018,"Proceeds from contribution made by the
shareholder during the year",proceeds from contribution made by the shareholder during the year,shareholder_bailout,10000.0,cash flow
Cash flow,Group,2018,"Proceeds on disposal of property, aircraft,
equipment and intangible assets","proceeds on disposal of property, aircraft, equipment and intangible assets",,8.0,cash flow
Cash flow,Group,2018,"Realised gains/(losses) from derivative financial
instruments",realised gains/(losses) from derivative financial instruments,,20.0,cash flow
Cash flow,Group,2018,Tax paid,tax paid,tax_paid,58.0,cash flow
Cash flow,Group,2019,Additions to intangible assets,additions to intangible assets,intangible_additions,-27.0,cash flow
Cash flow,Group,2019,"Additions to property, aircraft and equipment","additions to property, aircraft and equipment",capex,864.0,cash flow
Cash flow,Group,2019,Cash (used in)/generated from operations,cash (used in)/generated from operations,cash_from_operations,-5544.0,cash flow
Cash flow,Group,2019,the year,cash and cash equivalents at the beginning of the year,,1635.0,cash flow
Cash flow,Group,2019,"Cash and cash equivalents at the end of the
year",cash and cash equivalents at the end of the year,closing_cash,1979.0,cash flow
Cash flow,Group,2019,Currency and jet fuel option premium spend,currency and jet fuel option premium spend,,-26.0,cash flow
Cash flow,Group,2019,External borrowings raised,external borrowings raised,borrowings_raised,8507.0,cash flow
Cash flow,Group,2019,External borrowings repaid,external borrowings repaid,borrowings_repaid,-5003.0,cash flow
